GENENAME,UniprotID,Reviewed,Evidence,Features,Start,End,Descriptions
Plec,Q6S388,Unreviewed,transcript,Coiled coil,1920,2018,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,2023,2125,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,2132,2194,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,2221,2328,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,2333,2381,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,2396,2447,NA
Plec,Q6S388,Unreviewed,transcript,Coiled coil,2464,2576,NA
Plec,Q6S387,Unreviewed,transcript,Domain,42,145,Actin-binding
Plec,Q6S387,Unreviewed,transcript,Domain,158,260,Actin-binding
Plec,Q6S387,Unreviewed,transcript,Coiled coil,648,682,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,721,748,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,754,777,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,1235,1258,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,1331,1513,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,1517,1562,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,1586,1641,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,1645,1834,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,1839,1930,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,1952,2050,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,2055,2157,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,2164,2226,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,2253,2360,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,2365,2413,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,2428,2479,NA
Plec,Q6S387,Unreviewed,transcript,Coiled coil,2496,2608,NA
Plec,Q6S385,Unreviewed,transcript,Domain,49,152,Actin-binding
Plec,Q6S385,Unreviewed,transcript,Domain,165,267,Actin-binding
Plec,Q6S385,Unreviewed,transcript,Coiled coil,655,689,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,728,755,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,761,784,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,1242,1265,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,1338,1520,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,1524,1569,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,1593,1648,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,1652,1841,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,1846,1937,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,1959,2057,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,2062,2164,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,2171,2233,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,2260,2367,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,2372,2420,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,2435,2486,NA
Plec,Q6S385,Unreviewed,transcript,Coiled coil,2503,2615,NA
Plekhb1,Q9QYE9,Reviewed,protein,Domain,21,128,PH
Plekhb1,Q3TP62,Unreviewed,transcript,Domain,2,109,PH
Plekhb1,D3YV71,Unreviewed,protein,Domain,4,96,PH
Plin1,Q8CGN5,Reviewed,protein,Region,290,321,Required for interaction with CIDEC
Plin1,Q8CGN5,Reviewed,protein,Compositional bias,308,319,Poly-Glu
Plxnb2,B2RXS4,Reviewed,protein,Domain,20,468,Sema
Plxnb2,B2RXS4,Reviewed,protein,Domain,806,895,IPT/TIG 1
Plxnb2,B2RXS4,Reviewed,protein,Domain,898,982,IPT/TIG 2
Plxnb2,B2RXS4,Reviewed,protein,Domain,986,1095,IPT/TIG 3
Pmm1,Q545Q8,NA,NA,NA,NA,NA,NA
Pmm1,Q91W01,NA,NA,NA,NA,NA,NA
Pmm1,O35621,NA,NA,NA,NA,NA,NA
Pnpla3,E9QNZ9,Unreviewed,protein,Domain,10,178,Patatin
Pnpla3,Q91WW7,Reviewed,protein,Domain,10,179,Patatin
Pnpla3,Q91WW7,Reviewed,protein,Motif,45,49,GXSXG
Pnpla5,Q32LZ8,Reviewed,transcript,Domain,12,181,Patatin
Pnpla5,Q32LZ8,Reviewed,transcript,Motif,47,51,GXSXG
Polg,Q3UG70,Unreviewed,transcript,Domain,849,1123,POLAc
Polg,Q3UG70,Unreviewed,transcript,Coiled coil,420,447,NA
Polg,Q3UZX3,Unreviewed,transcript,Domain,849,1123,POLAc
Polg,Q3UZX3,Unreviewed,transcript,Coiled coil,420,447,NA
Polg,Q75WC0,Unreviewed,protein,Domain,849,1123,POLAc
Polg,Q75WC0,Unreviewed,protein,Coiled coil,420,447,NA
Pou6f1,Q5U4D4,Unreviewed,protein,Domain,414,488,POU-specific
Pou6f1,Q5U4D4,Unreviewed,protein,Domain,507,567,Homeobox DNA-binding
Pou6f1,Q07916,Reviewed,protein,Domain,139,213,POU-specific
Pou6f1,Q07916,Reviewed,protein,Compositional bias,1,139,Gln/Pro-rich
Pphln1,G3UWD4,NA,NA,NA,NA,NA,NA
Pphln1,Q3TYM7,NA,NA,NA,NA,NA,NA
Pphln1,Q3UBL8,NA,NA,NA,NA,NA,NA
Pphln1,G3X959,NA,NA,NA,NA,NA,NA
Pphln1,Q8K2H1,Reviewed,protein,Motif,117,123,Nuclear localization signal
Pphln1,Q8K2H1,Reviewed,protein,Compositional bias,154,229,Ser-rich
Ppp1r16a,Q923M0,Reviewed,protein,Repeat,70,99,ANK 1
Ppp1r16a,Q923M0,Reviewed,protein,Repeat,103,132,ANK 2
Ppp1r16a,Q923M0,Reviewed,protein,Repeat,136,165,ANK 3
Ppp1r16a,Q923M0,Reviewed,protein,Repeat,231,260,ANK 4
Ppp1r16a,Q923M0,Reviewed,protein,Repeat,264,293,ANK 5
Ppp1r16a,Q923M0,Reviewed,protein,Coiled coil,448,469,NA
Ppp6r2,G3X9K4,NA,NA,NA,NA,NA,NA
Ppp6r2,Q3V4C5,NA,NA,NA,NA,NA,NA
Ppp6r2,Q8C3X1,NA,NA,NA,NA,NA,NA
Prc1,Q99K43,Reviewed,protein,Region,1,341,Dimerization
Prc1,Q99K43,Reviewed,protein,Region,342,466,Spectrin-fold
Prc1,Q99K43,Reviewed,protein,Region,467,603,"Unstructured, Arg/Lys rich"
Prc1,Q99K43,Reviewed,protein,Coiled coil,34,65,NA
Prc1,Q99K43,Reviewed,protein,Coiled coil,96,136,NA
Prc1,Q99K43,Reviewed,protein,Coiled coil,211,246,NA
Prc1,Q99K43,Reviewed,protein,Coiled coil,272,304,NA
Prc1,Q99K43,Reviewed,protein,Coiled coil,383,463,NA
Prc1,G3UY19,Unreviewed,protein,Coiled coil,96,134,NA
Prc1,G3UY19,Unreviewed,protein,Coiled coil,215,242,NA
Prc1,G3UY19,Unreviewed,protein,Coiled coil,385,412,NA
Prc1,G3UY19,Unreviewed,protein,Coiled coil,431,461,NA
Prc1,G3UW86,Unreviewed,protein,Coiled coil,96,134,NA
Prc1,G3UW86,Unreviewed,protein,Coiled coil,215,242,NA
Prc1,G3UW86,Unreviewed,protein,Coiled coil,385,412,NA
Prc1,G3UW86,Unreviewed,protein,Coiled coil,431,461,NA
Prc1,G3UWQ7,Unreviewed,protein,Coiled coil,96,134,NA
Prc1,G3UWQ7,Unreviewed,protein,Coiled coil,215,242,NA
Prc1,G3UWQ7,Unreviewed,protein,Coiled coil,385,412,NA
Prc1,G3UWQ7,Unreviewed,protein,Coiled coil,431,461,NA
Prickle1,Q3U5C7,Reviewed,protein,Domain,14,122,PET
Prickle1,Q3U5C7,Reviewed,protein,Domain,124,188,LIM zinc-binding 1
Prickle1,Q3U5C7,Reviewed,protein,Domain,189,249,LIM zinc-binding 2
Prickle1,Q3U5C7,Reviewed,protein,Domain,250,313,LIM zinc-binding 3
Prickle1,Q3U5C7,Reviewed,protein,Compositional bias,817,822,Poly-Lys
Prkcdbp,Q91VJ2,NA,NA,NA,NA,NA,NA
Prpf40b,Q80W14,Reviewed,protein,Domain,92,125,WW 1
Prpf40b,Q80W14,Reviewed,protein,Domain,133,166,WW 2
Prpf40b,Q80W14,Reviewed,protein,Domain,276,330,FF 1
Prpf40b,Q80W14,Reviewed,protein,Domain,340,397,FF 2
Prpf40b,Q80W14,Reviewed,protein,Domain,410,470,FF 3
Prpf40b,Q80W14,Reviewed,protein,Domain,490,550,FF 4
Prpf40b,Q80W14,Reviewed,protein,Domain,554,610,FF 5
Prpf40b,Q80W14,Reviewed,protein,Domain,625,682,FF 6
Prpf40b,Q80W14,Reviewed,protein,Coiled coil,604,640,NA
Prpf40b,Q80W14,Reviewed,protein,Compositional bias,3,72,Pro-rich
Prph,G5E846,Unreviewed,protein,Domain,20,99,Filament_head
Prph,G5E846,Unreviewed,protein,Coiled coil,91,139,NA
Prph,G5E846,Unreviewed,protein,Coiled coil,145,253,NA
Prph,G5E846,Unreviewed,protein,Coiled coil,298,350,NA
Prph,G5E846,Unreviewed,protein,Coiled coil,355,389,NA
Prph,G3X981,Unreviewed,protein,Domain,20,99,Filament_head
Prph,G3X981,Unreviewed,protein,Coiled coil,91,139,NA
Prph,G3X981,Unreviewed,protein,Coiled coil,145,253,NA
Prph,G3X981,Unreviewed,protein,Coiled coil,330,382,NA
Prph,G3X981,Unreviewed,protein,Coiled coil,387,421,NA
Prr5,Q812A5,Reviewed,protein,Region,10,96,Interaction with RICTOR
Prr5,Q812A5,Reviewed,protein,Region,189,219,Interaction with RICTOR
Psca,Q9D7U0,Unreviewed,transcript,Domain,21,107,UPAR/Ly6
Ptk2,P34152,Reviewed,protein,Domain,35,355,FERM
Ptk2,P34152,Reviewed,protein,Domain,469,718,Protein kinase
Ptk2,P34152,Reviewed,protein,Region,745,1090,Interaction with TGFB1I1
Ptk2,P34152,Reviewed,protein,Region,950,1090,Interaction with ARHGEF28
Ptk2,P34152,Reviewed,protein,Compositional bias,750,771,Pro-rich
Ptk2,P34152,Reviewed,protein,Compositional bias,901,951,Pro-rich
Pus7l,Q8CE46,Reviewed,protein,Domain,424,646,TRUD
Pvalb,P32848,Reviewed,protein,Domain,39,74,EF-hand 1
Pvalb,P32848,Reviewed,protein,Domain,78,110,EF-hand 2
Pvalb,Q545M7,Unreviewed,protein,Domain,39,74,EF-hand
Pvalb,Q545M7,Unreviewed,protein,Domain,78,110,EF-hand
Pycrl,Q9DCC4,NA,NA,NA,NA,NA,NA
Rab38,Q5FW76,NA,NA,NA,NA,NA,NA
Rab38,Q8QZZ8,Reviewed,protein,Motif,38,46,Effector region
Rabl2,E9Q9D5,NA,NA,NA,NA,NA,NA
Racgap1,Q9WVM1,Reviewed,protein,Domain,350,540,Rho-GAP
Racgap1,Q9WVM1,Reviewed,protein,Region,107,286,Interaction with SLC26A8
Racgap1,Q9WVM1,Reviewed,protein,Coiled coil,33,110,NA
Racgap1,Q9WVM1,Reviewed,protein,Zinc finger,287,336,Phorbol-ester/DAG-type
Rangap1,P46061,Reviewed,protein,Repeat,48,71,LRR 1
Rangap1,P46061,Reviewed,protein,Repeat,111,134,LRR 2
Rangap1,P46061,Reviewed,protein,Repeat,207,230,LRR 3
Rangap1,P46061,Reviewed,protein,Repeat,235,258,LRR 4
Rangap1,P46061,Reviewed,protein,Repeat,292,315,LRR 5
Rangap1,P46061,Reviewed,protein,Repeat,320,343,LRR 6
Rangap1,P46061,Reviewed,protein,Motif,525,528,SUMO conjugation
Rangap1,P46061,Reviewed,protein,Compositional bias,359,399,Asp/Glu-rich (highly acidic)
Rapgef3,Q3UQC2,Unreviewed,transcript,Domain,116,186,DEP
Rapgef3,Q3UQC2,Unreviewed,transcript,Domain,245,346,CNMP_BINDING_3
Rapgef3,Q3UQC2,Unreviewed,transcript,Domain,384,521,N-terminal Ras-GEF
Rapgef3,Q3UQC2,Unreviewed,transcript,Domain,665,892,Ras-GEF
Rapgef3,Q8VCC8,Reviewed,protein,Domain,110,186,DEP
Rapgef3,Q8VCC8,Reviewed,protein,Domain,384,521,N-terminal Ras-GEF
Rapgef3,Q8VCC8,Reviewed,protein,Domain,665,884,Ras-GEF
Rapgef3,Q8VCC8,Reviewed,protein,Region,218,242,Interaction with PDE3B
Rapgef3,Q8VCC8,Reviewed,protein,Region,398,422,Interaction with PDE3B
Rapgef3,E9Q2E5,Unreviewed,protein,Domain,116,186,DEP
Rapgef3,E9Q2E5,Unreviewed,protein,Domain,245,346,CNMP_BINDING_3
Rapgef3,E9Q2E5,Unreviewed,protein,Domain,384,521,N-terminal Ras-GEF
Rapgef3,E9Q2E5,Unreviewed,protein,Domain,665,875,Ras-GEF
Rapgef3,Q3TES7,Unreviewed,transcript,Domain,116,186,DEP
Rapgef3,Q3TES7,Unreviewed,transcript,Domain,245,346,CNMP_BINDING_3
Rapgef3,Q3TES7,Unreviewed,transcript,Domain,384,521,N-terminal Ras-GEF
Rapgef3,Q3TES7,Unreviewed,transcript,Domain,665,875,Ras-GEF
Recql4,Q75NR7,Reviewed,transcript,Domain,506,684,Helicase ATP-binding
Recql4,Q75NR7,Reviewed,transcript,Domain,705,872,Helicase C-terminal
Recql4,Q75NR7,Reviewed,transcript,Motif,627,630,DEAH box
Recql4,Q75NR7,Reviewed,transcript,Zinc finger,393,410,CCHC-type
Relt,Q8BX43,Reviewed,transcript,Repeat,57,97,TNFR-Cys
Rgma,Q6PCX7,Reviewed,protein,Compositional bias,422,430,Poly-Ala
Rhcg,Q9QXP0,NA,NA,NA,NA,NA,NA
Rhebl1,Q9D8T3,Reviewed,transcript,Motif,35,43,Effector region
Rhpn1,E9Q7Q7,Unreviewed,protein,Domain,115,462,BRO1
Rhpn1,E9Q7Q7,Unreviewed,protein,Domain,518,586,PDZ (DHR)
Rhpn1,Q80WU2,Unreviewed,protein,Domain,115,451,BRO1
Rhpn1,Q61085,Reviewed,protein,Repeat,42,114,REM
Rhpn1,Q61085,Reviewed,protein,Domain,115,462,BRO1
Rhpn1,Q61085,Reviewed,protein,Domain,500,577,PDZ
Ribc2,G3X8W0,NA,NA,NA,NA,NA,NA
Ribc2,Q9D4Q1,Reviewed,transcript,Coiled coil,149,178,NA
Rnd1,Q8BLR7,Reviewed,transcript,Motif,42,50,NA
Rnf121,Q8R1Z9,Reviewed,protein,Zinc finger,226,276,RING-type; atypical
Rnf121,K4DI70,Unreviewed,protein,Domain,203,253,RING-type
Rnf139,Q7TMV1,Reviewed,protein,Zinc finger,547,586,RING-type; atypical
Rpap3,Q9D706,Reviewed,protein,Repeat,8,41,TPR 1
Rpap3,Q9D706,Reviewed,protein,Repeat,134,167,TPR 2
Rpap3,Q9D706,Reviewed,protein,Repeat,169,201,TPR 3
Rpap3,Q9D706,Reviewed,protein,Repeat,202,235,TPR 4
Rpap3,Q9D706,Reviewed,protein,Repeat,284,317,TPR 5
Rpap3,Q9D706,Reviewed,protein,Repeat,319,351,TPR 6
Rpap3,Q9D706,Reviewed,protein,Repeat,352,385,TPR 7
Rpap3,Q9D706,Reviewed,protein,Compositional bias,63,71,Poly-Lys
Rps19bp1,Q8C6B9,NA,NA,NA,NA,NA,NA
Rrp7a,Q9D1C9,Reviewed,transcript,Domain,61,90,RRM
Rrp8,Q9DB85,Reviewed,protein,Compositional bias,65,69,Poly-Glu
Rrp8,E9PVA2,NA,NA,NA,NA,NA,NA
Samd12,Q0VE29,Reviewed,transcript,Domain,77,143,SAM
Saxo2,Q8BQB6,NA,NA,NA,NA,NA,NA
Sbf1,Q6ZPE2,Reviewed,protein,Domain,18,86,UDENN
Sbf1,Q6ZPE2,Reviewed,protein,Domain,128,310,DENN
Sbf1,Q6ZPE2,Reviewed,protein,Domain,363,432,dDENN
Sbf1,Q6ZPE2,Reviewed,protein,Domain,880,968,GRAM
Sbf1,Q6ZPE2,Reviewed,protein,Domain,1120,1596,Myotubularin phosphatase
Sbf1,Q6ZPE2,Reviewed,protein,Domain,1761,1865,PH
Scaf11,E9PZM7,Unreviewed,protein,Domain,41,82,RING-type
Scaf11,Q6ZPE9,Unreviewed,transcript,Domain,68,109,RING-type
Scn8a,F6U329,Unreviewed,protein,Domain,131,421,Ion_trans
Scn8a,F6U329,Unreviewed,protein,Domain,499,700,Na_trans_cytopl
Scn8a,F6U329,Unreviewed,protein,Domain,752,979,Ion_trans
Scn8a,F6U329,Unreviewed,protein,Domain,989,1190,Na_trans_assoc
Scn8a,F6U329,Unreviewed,protein,Domain,1195,1470,Ion_trans
Scn8a,F6U329,Unreviewed,protein,Domain,1520,1774,Ion_trans
Scn8a,F6U329,Unreviewed,protein,Coiled coil,411,449,NA
Scn8a,Q9WTU3,Reviewed,protein,Repeat,114,442,ICurated
Scn8a,Q9WTU3,Reviewed,protein,Repeat,733,1005,IICurated
Scn8a,Q9WTU3,Reviewed,protein,Repeat,1178,1493,IIICurated
Scn8a,Q9WTU3,Reviewed,protein,Repeat,1502,1799,IVCurated
Scn8a,Q9WTU3,Reviewed,protein,Domain,1893,1922,IQ
Scn8a,F7D6H8,Unreviewed,protein,Domain,131,421,Ion_trans
Scn8a,F7D6H8,Unreviewed,protein,Domain,499,700,Na_trans_cytopl
Scn8a,F7D6H8,Unreviewed,protein,Domain,752,979,Ion_trans
Scn8a,F7D6H8,Unreviewed,protein,Domain,989,1190,Na_trans_assoc
Scn8a,F7D6H8,Unreviewed,protein,Domain,1195,1470,Ion_trans
Scn8a,F7D6H8,Unreviewed,protein,Domain,1520,1774,Ion_trans
Scn8a,F7D6H8,Unreviewed,protein,Coiled coil,411,449,NA
Scrib,Q80U72,Reviewed,protein,Repeat,37,58,LRR 1
Scrib,Q80U72,Reviewed,protein,Repeat,60,81,LRR 2
Scrib,Q80U72,Reviewed,protein,Repeat,83,104,LRR 3
Scrib,Q80U72,Reviewed,protein,Repeat,106,127,LRR 4
Scrib,Q80U72,Reviewed,protein,Repeat,129,150,LRR 5
Scrib,Q80U72,Reviewed,protein,Repeat,152,174,LRR 6
Scrib,Q80U72,Reviewed,protein,Repeat,175,197,LRR 7
Scrib,Q80U72,Reviewed,protein,Repeat,198,219,LRR 8
Scrib,Q80U72,Reviewed,protein,Repeat,221,243,LRR 9
Scrib,Q80U72,Reviewed,protein,Repeat,244,265,LRR 10
Scrib,Q80U72,Reviewed,protein,Repeat,267,288,LRR 11
Scrib,Q80U72,Reviewed,protein,Repeat,290,312,LRR 12
Scrib,Q80U72,Reviewed,protein,Repeat,313,334,LRR 13
Scrib,Q80U72,Reviewed,protein,Repeat,336,357,LRR 14
Scrib,Q80U72,Reviewed,protein,Repeat,359,381,LRR 15
Scrib,Q80U72,Reviewed,protein,Repeat,382,402,LRR 16
Scrib,Q80U72,Reviewed,protein,Domain,714,801,PDZ 1
Scrib,Q80U72,Reviewed,protein,Domain,848,936,PDZ 2
Scrib,Q80U72,Reviewed,protein,Domain,990,1079,PDZ 3
Scrib,Q80U72,Reviewed,protein,Domain,1086,1180,PDZ 4
Scrib,Q80U72,Reviewed,protein,Region,1,804,Sufficient for targeting to adherens junction and to inhibit cell proliferation
Scrib,Q80U72,Reviewed,protein,Region,703,1215,Interaction with ARHGEF7
Scrib,Q80U72,Reviewed,protein,Coiled coil,455,475,NA
Scrib,Q80U72,Reviewed,protein,Coiled coil,653,687,NA
Scrib,Q80U72,Reviewed,protein,Coiled coil,1362,1393,NA
Scrib,Q80U72,Reviewed,protein,Compositional bias,656,682,Glu-rich
Scrib,Q80U72,Reviewed,protein,Compositional bias,656,664,Poly-Glu
Scrib,Q80U72,Reviewed,protein,Compositional bias,709,712,Poly-Glu
Scrib,Q80U72,Reviewed,protein,Compositional bias,1079,1082,Poly-Pro
Scube1,Q6NZL8,Reviewed,transcript,Domain,33,73,EGF-like 1; calcium-binding
Scube1,Q6NZL8,Reviewed,transcript,Domain,74,116,EGF-like 2; calcium-binding
Scube1,Q6NZL8,Reviewed,transcript,Domain,117,153,EGF-like 3; calcium-binding
Scube1,Q6NZL8,Reviewed,transcript,Domain,166,202,EGF-like 4
Scube1,Q6NZL8,Reviewed,transcript,Domain,206,241,EGF-like 5
Scube1,Q6NZL8,Reviewed,transcript,Domain,275,310,EGF-like 6
Scube1,Q6NZL8,Reviewed,transcript,Domain,312,352,EGF-like 7; calcium-binding
Scube1,Q6NZL8,Reviewed,transcript,Domain,353,391,EGF-like 8; calcium-binding
Scube1,Q6NZL8,Reviewed,transcript,Domain,392,428,EGF-like 9; calcium-binding
Scube1,Q6NZL8,Reviewed,transcript,Domain,828,940,CUB
Scube1,Q68EF9,Unreviewed,protein,Domain,33,73,EGF-like
Scube1,Q68EF9,Unreviewed,protein,Domain,74,116,EGF-like
Scube1,Q68EF9,Unreviewed,protein,Domain,117,153,EGF-like
Scube1,Q68EF9,Unreviewed,protein,Domain,201,241,EGF-like
Scube1,Q68EF9,Unreviewed,protein,Domain,242,280,EGF-like
Scube1,Q68EF9,Unreviewed,protein,Domain,281,317,EGF-like
Scube1,Q68EF9,Unreviewed,protein,Domain,717,829,CUB
Selo,Q9DBC0,NA,NA,NA,NA,NA,NA
Sema4b,Q62179,Reviewed,protein,Domain,34,510,Sema
Sema4b,Q62179,Reviewed,protein,Domain,512,582,PSI
Sema4b,Q62179,Reviewed,protein,Domain,589,649,Ig-like C2-type
Sema4b,Q62179,Reviewed,protein,Compositional bias,744,767,Pro-rich
Senp1,P59110,Reviewed,transcript,Region,1,200,Interaction with CCAR2
Senp1,P59110,Reviewed,transcript,Region,446,610,Protease
Senp1,P59110,Reviewed,transcript,Motif,171,177,Nuclear localization signal
Senp1,P59110,Reviewed,transcript,Motif,570,573,NA
Senp1,P59110,Reviewed,transcript,Motif,624,630,NA
Senp1,P59110,Reviewed,transcript,Motif,631,640,Nuclear export signal
Senp1,P59110,Reviewed,transcript,Compositional bias,42,170,Ser-rich
Senp1,P59110,Reviewed,transcript,Compositional bias,289,296,His-rich
Senp1,M0QWX4,Unreviewed,protein,Domain,472,636,ULP_PROTEASE
Sept3,Q9Z1S5,Reviewed,protein,Domain,58,331,Septin-type G
Serhl,Q80XK9,Unreviewed,transcript,Domain,27,227,Abhydrolase_1
Serhl,Q9EPB5,NA,NA,NA,NA,NA,NA
Sgsm3,F8WIA4,Unreviewed,protein,Domain,124,315,Rab-GAP TBC
Sgsm3,F8WIA4,Unreviewed,protein,Domain,490,549,SH3
Sgsm3,F8WIA4,Unreviewed,protein,Domain,565,728,RUN
Sgsm3,Q8VCZ6,Reviewed,protein,Domain,114,305,Rab-GAP TBC
Sgsm3,Q8VCZ6,Reviewed,protein,Domain,480,539,SH3
Sgsm3,Q8VCZ6,Reviewed,protein,Domain,555,718,RUN
Sgsm3,Q8VCZ6,Reviewed,protein,Coiled coil,415,439,NA
Sh3bp1,A2A5V3,Unreviewed,protein,Domain,17,262,BAR
Sh3bp1,A2A5V3,Unreviewed,protein,Domain,276,469,Rho-GAP
Sh3bp1,A2A5V3,Unreviewed,protein,Coiled coil,181,212,NA
Sh3bp1,A2A5V4,Unreviewed,protein,Domain,17,262,BAR
Sh3bp1,A2A5V4,Unreviewed,protein,Domain,276,469,Rho-GAP
Sh3bp1,A2A5V4,Unreviewed,protein,Coiled coil,181,212,NA
Shank3,Q4ACU6,Reviewed,protein,Repeat,148,178,ANK 1
Shank3,Q4ACU6,Reviewed,protein,Repeat,182,211,ANK 2
Shank3,Q4ACU6,Reviewed,protein,Repeat,215,245,ANK 3
Shank3,Q4ACU6,Reviewed,protein,Repeat,249,278,ANK 4
Shank3,Q4ACU6,Reviewed,protein,Repeat,282,311,ANK 5
Shank3,Q4ACU6,Reviewed,protein,Repeat,315,345,ANK 6
Shank3,Q4ACU6,Reviewed,protein,Domain,470,529,SH3
Shank3,Q4ACU6,Reviewed,protein,Domain,570,664,PDZ
Shank3,Q4ACU6,Reviewed,protein,Domain,1667,1730,SAM
Shank3,Q4ACU6,Reviewed,protein,Region,1,75,Intramolecular interaction with the ANK repeats
Shank3,Q4ACU6,Reviewed,protein,Region,677,684,Required for interaction with ABI1
Shank3,Q4ACU6,Reviewed,protein,Coiled coil,1494,1514,NA
Shank3,Q4ACU6,Reviewed,protein,Motif,1410,1416,NA
Shank3,Q4ACU6,Reviewed,protein,Compositional bias,435,462,Pro-rich
Shank3,Q4ACU6,Reviewed,protein,Compositional bias,677,680,Poly-Pro
Shank3,Q4ACU6,Reviewed,protein,Compositional bias,813,1349,Pro-rich
Sharpin,Q91WA6,Reviewed,protein,Domain,216,285,Ubiquitin-like
Sharpin,Q91WA6,Reviewed,protein,Region,1,177,Self-association
Sharpin,Q91WA6,Reviewed,protein,Region,172,305,Interaction with SHANK1
Sharpin,Q91WA6,Reviewed,protein,Zinc finger,342,371,RanBP2-type
Shisa8,J3QNX5,NA,NA,NA,NA,NA,NA
Sla,Q60898,Reviewed,protein,Domain,22,82,SH3
Sla,Q60898,Reviewed,protein,Domain,84,175,SH2
Sla,Q60898,Reviewed,protein,Region,190,281,SLA C-terminal
Sla,Q4FJX0,Unreviewed,transcript,Domain,22,82,SH3
Sla,Q4FJX0,Unreviewed,transcript,Domain,84,175,SH2
Slurp1,Q9Z0K7,Reviewed,transcript,Domain,24,73,UPAR/Ly6
Smc1b,A1L2Z0,Unreviewed,protein,Domain,513,629,SMC_hinge
Smc1b,A1L2Z0,Unreviewed,protein,Coiled coil,365,441,NA
Smc1b,A1L2Z0,Unreviewed,protein,Coiled coil,446,483,NA
Smc1b,A1L2Z0,Unreviewed,protein,Coiled coil,671,702,NA
Smc1b,A1L2Z0,Unreviewed,protein,Coiled coil,789,818,NA
Smc1b,A1L2Z0,Unreviewed,protein,Coiled coil,835,872,NA
Smc1b,Q920F6,Reviewed,protein,Region,503,665,Flexible hinge
Smc1b,Q920F6,Reviewed,protein,Coiled coil,163,502,NA
Smc1b,Q920F6,Reviewed,protein,Coiled coil,666,912,NA
Smc1b,Q920F6,Reviewed,protein,Compositional bias,1123,1158,Ala/Asp-rich (DA-box)
Smdt1,Q9DB10,Reviewed,transcript,Compositional bias,93,107,Asp/Glu-rich
Smgc,Q6JHY2,Reviewed,protein,Compositional bias,257,698,Ser-rich
Smpd1,Q04519,Reviewed,transcript,Domain,83,167,Saposin B-type
Smpd5,D6MZJ6,Unreviewed,protein,Domain,203,447,Exo_endo_phos
Sntb1,Q99L88,Reviewed,protein,Domain,18,297,PH 1
Sntb1,Q99L88,Reviewed,protein,Domain,111,194,PDZ
Sntb1,Q99L88,Reviewed,protein,Domain,321,432,PH 2
Sntb1,Q99L88,Reviewed,protein,Domain,481,537,SU
Sntb1,Q99L88,Reviewed,protein,Region,517,537,Calmodulin-binding
Sntb1,Q99L88,Reviewed,protein,Compositional bias,2,12,Poly-Ala
Sntb1,Q99L88,Reviewed,protein,Compositional bias,13,16,Poly-Gly
Spatc1,Q148B6,Reviewed,protein,Region,1,76,Necessary for targeting to centrosomes
Spatc1,Q148B6,Reviewed,protein,Coiled coil,2,45,NA
Spats2,Q8K1N4,Reviewed,protein,Compositional bias,86,97,Poly-Lys
Spats2,Q8K1N4,Reviewed,protein,Compositional bias,364,411,Ser-rich
Sqle,P52019,NA,NA,NA,NA,NA,NA
Sqle,Q3TQK8,Unreviewed,protein,Domain,275,546,SE
Srebf2,Q3U1N2,Reviewed,protein,Domain,319,369,bHLH
Srebf2,Q3U1N2,Reviewed,protein,Region,1,50,NA
Srebf2,Q3U1N2,Reviewed,protein,Region,226,480,Interaction with LMNA
Srebf2,Q3U1N2,Reviewed,protein,Region,369,390,Leucine-zipper
Srebf2,Q3U1N2,Reviewed,protein,Compositional bias,95,131,NA
Srebf2,Q3U1N2,Reviewed,protein,Compositional bias,114,233,NA
